cik,ticker
0001769484,BIOX
0001562818,BIT
0000351817,SBOW
0000746838,UIS
0001395325,ETJ
0001421461,IPI
0000108985,YORW
0001715497,BORR
0000714562,THFF
0001428205,ARR
0001633336,CCAP
0000895051,CASI
0001596993,LPG
0001048268,IESC
0001326200,GNK
0001534254,CION
0000910612,CBL
0001000177,NAT
0000885601,IIM
0001171486,NRP
0001160864,BHK
0001778114,AIO
0000715787,TILE
0001395213,EDN
0001602584,CCD
0001764013,IMVT
0001849396,TRMR
0000033934,CRF
0001756699,TIGR
0000800166,NGD
0001235468,LQDT
0001113423,AEZS
0001548717,LDP
0001789029,AEVA
0001830232,AGCB
0001816233,SHCR
0001069899,PAHC
0000917491,FARO
0000896156,ETD
0001818876,IPOD
0001180145,CSII
0001296250,PFN
0001842731,SMWB
0001437194,ELLKY
0001850119,IPSC
0000055135,KELYA
0000012239,AIKI
0001016281,CSV
0001059386,VVR
0001203464,IAG
0001326190,ALT
0001789972,CGEM
0001092796,SWBI
0001593899,AVIR
0001636422,HCAT
0001842386,VAQC
0001653909,BIRD
0001489096,THR
0001838219,TSPQ
0001057379,HCKT
0001383082,DBA
0001841389,REVH
0001347178,VNDA
0001570562,EOLS
0001356090,PGEN
0001842046,GTPB
0001499849,LND
0001780652,CAN
0000788329,JOUT
0000099302,TRNS
0001739614,INBX
0000711772,CATC
0001356115,NXDT
0000319655,SJT
0001873923,ONL
0001837014,SMRT
0001455684,TPIC
0001060349,GBL
0001623715,IMGO
0001557127,USER
0000720154,NOTV
0001675634,PIXY
0001662579,CCCC
0001346830,CARA
0001608742,DIAX
0001466026,MSBI
0001515671,DPG
0001817713,JANX
0000933267,IRS
0001760173,SRGA
0001824013,HAAC
0001442836,MRSN
0001821329,PRPC
0001635977,THW
0000844965,TTI
0000826675,DX
0001754068,ALVR
0000726601,CCBG
0001808158,RPTX
0000764401,IIIN
0000859070,FCBC
0001683825,TRVG
0001227862,EMD
0001759631,HYLN
0001794350,YALA
0001160990,PCN
0000909108,DHIL
0000913277,CLAR
0001810523,FTHY
0001795589,KC
0001318008,ZUMZ
0001071058,ABST
0001314966,BME
0000880892,VGM
0001625414,BZUN
0001325702,MX
0001576942,SFIX
0000877463,VKQ
0001437958,CCB
0001818787,PV
0001797768,KNTE
0001273441,GTE
0000100591,AGX
0001368514,ADMA
0001840859,YTPG
0001066605,HSII
0000844059,FRPH
0001741231,TTCF
0001827076,DGNU
0001726445,SEER
0000713425,AMSWA
0001023731,EGHT
0001564180,KNOP
0001200375,CDXS
0001630511,ENMPY
0000761238,RADA
0001313510,GGN
0000033002,EBF
0001628063,SRG
0001703141,DESP
0001645666,KZR
0000717538,AROW
0001840502,TBLA
0001840877,ANZU
0001555279,MASS
0000863110,ARTNA
0000775215,HBT
0001841230,TRAQ
0001525287,SRLP
0001815753,TBCP
0001400810,HCI
0000030305,DCO
0001737450,OPRA
0001270073,ICPT
0001818221,EQD
0001823634,CTAQ
0001512499,LIND
0001368148,ATHX
0001562528,FBRT
0001514705,SXC
0001628945,HLTH
0000712034,ACCO
0001567098,LWEL
0000216851,PEO
0001823855,FINM
0001811063,NUVB
0001823854,SNRH
0001824185,HHLA
0001605810,ULNV
0000885125,IQI
0001176194,BLE
0001810182,ALXO
0001833909,AGAC
0000712770,OLP
0001450704,VIVK
0001425287,WKHS
0001824149,JOFF
0001836129,OHPA
0001801661,SKLZ
0001830210,BHIL
0001041859,PLCE
0001841845,PDOT
0001747068,MCBS
0001546429,BGB
0001392380,GEVO
0000708781,CASS
0001827248,EPHY
0001042729,MBWM
0001828105,HIPO
0001275168,FSBC
0000062234,MCS
0001845580,TCVA
0001277866,EXK
0001829797,PACX
0001402328,SBFM
0001173514,HY
0001043337,SRI
0001227500,EQBK
0001393299,BGY
0001829953,COOL
0001433551,SGLA
0001293971,BLUE
0001403475,BMRC
0001590750,VRDN
0000811240,BIOL
0001653384,RWAY
0001823733,FCAX
0001337117,ITRN
0000818033,HRTX
0001824734,BGRY
0001020710,DXPE
0001818383,MAX
0001716583,HYZN
0001070524,GCBC
0001831631,LDI
0001518557,MMD
0001163668,SPFI
0001834518,NSTB
0001812173,RBOT
0001827871,TLGA
0001773250,MMX
0001835814,NSTD
0001835817,NSTC
0001839175,MBAC
0001579733,VITL
0000897448,AMRN
0001087786,NXJ
0001838883,AAQC
0001215913,HPS
0001341317,BWB
0000879361,MYD
0001468748,KOD
0001821424,UK
0001593222,CIO
0001775625,SDC
0000102752,VSEC
0000805928,AXGN
0001606757,KE
0001080720,GUT
0000858655,HAYN
0001820191,IMPX
0001587987,NEWT
0001175535,WSR
0000928658,CVLG
0001478888,NBB
0001772921,ONEW
0001463972,VUZI
0001488775,CEM
0001859639,CZOO
0001124796,LASR
0001799567,DDI
0001802883,API
0001711933,AKYA
0001528988,BUI
0001787400,NKTX
0000890447,VTNR
0001276533,JFR
0001393434,OCUL
0001802156,XPOF
0001343009,CNBX
0001477081,KGEIF
0001315257,KOP
0001233681,BLW
0000084129,RAD
0001783010,AMYT
0000709337,FMNB
0001840920,TETC
0001830063,NAAC
0001504619,PFLT
0001738177,CMBM
0001534120,AVTX
0000917100,IFN
0001816613,MKFG
0001372299,OCGN
0001846125,ACAM
0001870940,AIRS
0000216085,HVT
0001412665,MOFG
0001023512,DRD
0001434868,ESPR
0001051004,MUC
0001824153,LHC
0001780312,ASTS
0001823986,WDH
0000078814,PBI
0001399708,NVCN
0001321741,GAIN
0001750264,PUYI
0000879635,MPB
0001383058,DBO
0001703644,GPMT
0000876523,EZPW
0000828803,GIM
0001524931,CHUY
0001554697,GHY
0000799850,CRMT
0001624322,BFST
0000916907,SMBC
0000895531,VCV
0000080172,NPK
0001176199,HPI
0001661181,ORGO
0001137393,BFK
0001513363,FDUS
0001823776,HIGA
0001831828,VERA
0001829576,CARE
0001728688,IIIV
0001318885,DSX
0001676725,IDYA
0000909494,TCX
0001725293,GRIN
0001665988,BVS
0001736946,ARLO
0001547994,JPI
0001689375,TRDA
0001710072,EWTX
0001040470,AEHR
0001219120,AVK
0001464343,ATLC
0000835948,MVF
0001040130,PETS
0000800457,DGICA
0001766400,PNTG
0001792829,VSTA
0001590418,FCUV
0000886043,MMU
0001830081,CFVI
0001145986,ASPN
0001816261,ENPC
0001055726,INO
0001829667,RGC
0001717307,ILPT
0001855693,FICV
0000736772,CCNE
0001848410,CPAR
0001616533,SGH
0001824993,PCPC
0001676479,CSTR
0001708055,RBBN
0001819399,TPGY
0001487952,VPG
0001858351,ICNC
0001635282,RMNI
0001008654,TUP
0001232860,MUI
0001819498,TWLV
0001814287,ERES
0001762417,DOYU
0001739410,RLYB
0001100397,ADXS
0001290677,TPB
0001841137,CPAA
0001383414,PNNT
0001837067,NDAC
0001434621,TREE
0001768224,ARCT
0000870780,NQP
0000924717,SRDX
0001823767,LUXA
0001051003,DSU
0001308927,ETB
0000088948,SENEA
0001851961,CNDB
0001644378,RMR
0001169445,CPSI
0001840161,FRXB
0000901243,MUA
0001396277,CHW
0001843716,PSPC
0001285890,IGD
0001823896,GFX
0000046129,AMOT
0001822312,JCIC
0001838431,SCOB
0000740663,FLIC
0001735707,GTX
0001096056,LXFR
0001687065,WUYI
0000096869,TRC
0001835881,TWNI
0001576873,ABML
0001110611,ONTF
0000039311,IBCP
0001841080,GIIX
0001430306,TNXP
0001847903,CNTA
0001838987,FACT
0001838615,GLBL
0000017313,CSWC
0001834628,LEGA
0001841610,ROSS
0001837207,GSQD
0001830188,DHHC
0001166663,TNP
0001846163,TIOA
0001829455,HCIC
0001471420,STK
0001824677,OEPW
0001569994,WSBF
0001840463,RXRA
0001001614,REPX
0000884624,OFIX
0000807863,MITK
0001838614,ACII
0001805012,VTRU
0001838513,GATE
0001058867,GNTY
0001417892,SOL
0001839127,SPGS
0001834755,SLAC
0001829615,COLI
0001836274,ACAH
0001838238,PTOC
0001838697,SCLE
0001823878,MYPS
0001840148,MACC
0001778016,IMAB
0001604464,ATRA
0001842916,FMIV
0001816431,QSI
0001795579,CALT
0001847112,TRTL
0000879911,AERG
0001818382,HUMA
0001863006,VLN
0001850502,NFYS
0001038773,SMBK
0001849408,ZT
0001501796,AURA
0001345099,MESO
0001074540,EVN
0001814215,TWND
0001826681,STRC
0000031235,KODK
0001854401,BRDG
0001847891,ACRO
0001771910,ADCT
0001759546,RIDE
0001597835,CMCM
0001848364,LITT
0001638290,MCFT
0001221029,CPAC
0001873441,BCSA
0000743367,BHB
0001015383,POWW
0001819584,VLTA
0001259708,FRA
0001709505,BEST
0001436208,LEGH
0001819989,CIFR
0001824846,HCAR
0001712463,PACK
0001268533,TYG
0001842566,BYTS
0001879248,ADSE
0001499422,RBB
0001724755,GHG
0001534880,ISD
0001759824,ALTG
0001839998,DTOC
0001666071,CDLX
0001753886,STON
0001822462,FHTX
0001837739,CLAA
0000045876,HSC
0001824403,RSVR
0001786108,TRIN
0001084869,FLWS
0001726711,ADTX
0000903419,ALRS
0001819175,PIAI
0000014846,BRT
0001819516,UP
0001210123,EAD
0000791963,OPY
0001839550,FACA
0001825473,PRSR
0001390195,AWP
0001562051,NML
0001839132,PFDR
0000315858,BVH
0001687187,METC
0001559991,DFP
0001590584,CVEO
0001735438,MGTX
0001500096,KMF
0001840292,HLGN
0000072162,NL
0001175680,CYDY
0001062822,LXRX
0000882150,MYN
0001581091,RMAX
0001400438,LGO
0001841873,KVSA
0001833235,PSAG
0000105319,WW
0001703956,BBCP
0001604174,ECC
0001848959,DCRD
0001340677,SVM
0000862831,FISI
0001377121,PTGX
0001109116,EVC
0001840317,PLMI
0001434754,SB
0000768411,CYBE
0001580345,TPVG
0001325618,IRMD
0000818972,LEO
0001834032,CSTA
0001108109,CYH
0001829558,ANAC
0001826553,SLCR
0001503802,KPTI
0001744781,NIU
0001837248,SDAC
0000827871,EGRX
0001726173,BH-A
0001447221,LGSXY
0001768259,GOTU
0001514416,BAND
0001598646,NERV
0001826889,BODY
0001798749,AVTE
0001811856,VIEW
0001843205,HCNE
0001376339,MDXG
0001844135,SIER
0000890393,MIY
0001063344,HT
0000911971,TK
0001277902,MVBF
0001479615,SLN
0001002788,BMDPF
0001821393,AAN
0001517518,EMO
0001842329,AGGR
0001821349,NGMS
0001341235,ALDX
0001830547,SSAA
0000908993,VKI
0001494530,FSD
0001865377,ARGU
0001132105,SPWH
0001838163,DHCA
0001779020,DNMR
0001829042,HMCO
0001845618,TWCB
0000912147,RMT
0001850316,ACDI
0001053988,MUJ
0001841420,ESM
0001692376,VEL
0001094324,SIFY
0000080035,PLPC
0001832950,KRNL
0001503274,QTRX
0000827773,PPT
0000813298,DXLG
0000915840,BZH
0001834336,FSRX
0001860879,RRAC
0001189740,HPF
0001026214,FMCC
0001401395,NEPT
0000900422,PMO
0001166928,WTBA
0001044777,OSPN
0001624140,JMKJ
0001822366,ALTU
0000910068,HIO
0001696355,BEDU
0001281926,ETO
0001530979,HNST
0000846475,ZYXI
0001780531,OCFT
0001861841,ARBE
0001685428,LMDX
0001794338,IGIC
0000810958,CZNC
0000703904,SBNC
0001828817,HTPA
0001838814,JUN
0001857853,COOK
0001831979,GPAC
0001393726,TIPT
0001840199,WALD
0001837160,COVA
0001838293,CHAA
0001863127,TYRA
0001860782,TSVT
0001791725,HUDI
0001720893,BTAI
0001642453,DSKE
0001826457,GLUE
0001672688,ABSI
0001538263,HTBI
0001609151,WEAV
0001556336,FEI
0001832737,TSIB
0001680581,FULC
0000789933,NC
0001812923,SDHY
0001369085,NEWP
0001630856,PFHD
0001826669,GXII
0000891166,UVE
0001846804,BSKY
0001509646,FENG
0001313310,GRVY
0001473579,NNMX
0001659323,ITRM
0000884121,HQL
0001018399,EBTC
0001035092,SHBI
0001831006,BLUA
0001852940,GOGN
0001348911,KALV
0000933972,SCWO
0000034067,BOOM
0001878897,DOUG
0001840439,BMEA
0001440153,BKUH
0001843588,REE
0001826059,KIII
0000783412,DJCO
0001071236,RRBI
0001852771,DRAY
0001841338,CIIG
0001713748,SKE
0000891290,RFI
0001820144,TINV
0000741516,AMNB
0001766478,AOMR
0001823481,TZPS
0001883814,LGTO
0000811808,SMMF
0001561566,QIWI
0001832332,AVAH
0001823323,KLAQ
0001826435,SPKB
0001678660,PRLD
0001056943,PFIS
0001831937,CLRM
0001841024,LCAA
0001838176,DHBC
0001377789,AVNW
0001830374,DNZ
0001824301,CND
0001839611,IPVI
0001731805,HUT
0001845550,APTM
0001835972,ARRW
0001831481,FLME
0000798287,PTSI
0001539337,JRI
0001562463,INBK
0001835636,AMPI
0001322505,ALBO
0000077543,TPC
0001850235,HEPS
0001191334,CNCN
0000077281,PEI
0001643988,LPTV
0001723128,AMRX
0001836075,WPCA
0001836894,HUGS
0001111485,RXST
0001823884,VTIQ
0001012477,AVDL
0001824814,CGNT
0001879297,LGVC
0001091883,CIR
0001819974,SKYT
0001834026,GROY
0001708259,LX
0001758021,KRT
0000839533,KTF
0000792966,FMAO
0001838361,STRE
0001820875,KINZ
0001495825,GBAB
0000836412,ZTR
0001847874,FWAC
0000072444,VXRT
0001376227,UNG
0001042074,CBAY
0001494904,GBLI
0001596961,RMBL
0000919893,TDF
0001517399,SUPV
0001792267,BNR
0001821606,TMKR
0000733590,TCI
0001799191,TOI
0001805521,FFIE
0001577437,ASC
0000003197,CECE
0001572957,BIOGY
0001865407,KCGI
0001835856,AURC
0001818880,GGMC
0001824171,KAIR
0001829427,POW
0001657045,CHMX
0001819574,BARK
0001817159,RFMZ
0001838433,NVSA
0001827899,CPTK
0001214935,NCV
0001759783,EH
0000887921,REV
0001825720,EPWR
0000878518,TGB
0001838831,DISA
0001074769,NAN
0001002590,SGU
0001828914,SWET
0001823143,MDH
0001090009,SFST
0001832765,EAC
0001830029,ADEX
0001137391,BFZ
0001851959,CNDA
0001845437,RONI
0001829328,FTCV
0001844336,FTVI
0001835800,PICC
0001837607,PMGM
0001832696,FTAA
0001839569,FTEV
0001842609,JUGG
0001695357,PRVB
0001822912,ADER
0001829889,IIII
0001306550,BGR
0001051627,AXTI
0001869673,BACA
0001837105,GTPA
0001289213,JRO
0001288992,EFT
0001143513,GLAD
0000046207,HAWEL
0001839972,FTPA
0000866028,PLM
0001717457,CPZ
0001849548,ONYX
0001841383,LVRA
0000850429,TG
0001171155,RLGT
0001419536,CBNK
0000932695,CYD
0001606366,LOCO
0001779128,BLDE
0001805385,EVLV
0001834585,JOAN
0000897322,GILT
0001670349,USWS
0000925528,HDSN
0000729580,BELFA
0001849475,NCAC
0001006840,TXCB
0001915328,ISRL
0001649752,NMG
0001291334,FFA
0001574085,BHR
0001819790,TARS
0001844363,RKTA
0000898437,ANIK
0001031316,FSP
0001697500,SOI
0001490281,GRPN
0001756390,AAWH
0001825024,OPAD
0001777835,PWP
0001839610,IPVF
0000826735,MIN
0001504379,CSTE
0001793659,RSI
0001531177,SGHT
0000850033,BPT
0001038186,MHN
0001836100,PUCK
0000706698,UTMD
0001842430,POND
0001835378,CTV
0001727196,SRRK
0001698519,ADVV
0001598655,GLOP
0001258623,EFR
0000896429,CTLP
0001129155,MPX
0001854275,IOAC
0001853021,MTAL
0001847241,PEGR
0001839530,CFFE
0001587264,NETI
0001053584,MCBC
0001846017,BLFY
0001127993,GAXY
0001589526,BLBD
0001854964,NLCP
0001865187,ARIS
0001620737,OGI
0001706509,COSG
0001870600,DTC
0001710482,JMSB
0001844452,IPAX
0001368519,NOA
0001862461,REAX
0001176309,ORMP
0001828161,FTCI
0001368493,CAF
0001839608,IPVA
0001825497,CRU
0001826814,HLAH
0001436425,HBCP
0000944745,CIVB
0001826855,CLAS
0001668370,TBLT
0001822862,FSSI
0001844579,IACC
0001351636,SSTI
0001853580,PFTA
0001784970,WETG
0000946394,ELLO
0001840792,VPCB
0001830197,HMPT
0001130144,BSRR
0000061986,MTW
0001790340,IMRX
0001783183,PHAT
0001725123,CANG
0001826892,BCAB
0001809353,HPX
0001058239,HIX
0001844650,FLYA
0001162027,AFB
0001842644,SLVR
0001181187,BYM
0001819133,TNGX
0001519401,RM
0001819510,ASAQ
0001447028,ABUS
0001850272,DNAD
0000023197,CMTL
0001850271,DNAB
0001822027,TEKK
0000765207,FNLC
0001837929,NPAB
0001833498,RCLF
0001841585,LOKM
0001552198,WHF
0001325670,FRST
0000091847,SOR
0001909747,JUSHF
0001075415,DHC
0001001385,NWPX
0001733294,GBIO
0001826667,MTAC
0001819576,LQDA
0001232582,AHT
0001467808,CO
0001720420,IBEX
0001392326,CPLP
0001101680,DZSI
0001823033,HCII
0001828325,MON
0001603016,HMLP
0000844790,PMM
0001830487,PHVS
0000103595,VLGEA
0001228454,BCBP
0001821812,SCAQ
0001680062,ACMR
0001738021,CMPX
0001683541,ACB
0001375340,FOF
0001505512,RGLS
0001865975,AFTR
0001579684,GCI
0001531031,ESQ
0001845013,HWEL
0001327688,OOMA
0001771226,RMM
0001853928,ADAL
0001591588,AMRK
0001778129,TRSSF
0001503707,NHHS
0001635650,GPP
0001653558,PRTH
0000065172,MSB
0000835333,OIA
0000786035,ASG
0001675033,GECC
0000739421,CZFS
0001411688,TCS
0001608390,AFMD
0001378950,PRTS
0001831964,NRAC
0000025475,CRD-A
0001434728,GWRS
0001333835,CASA
0000855887,DSM
0001844505,GIA
0001116463,OSUR
0001858327,DMYS
0001827392,AEAC
0001835713,CLIM
0001244183,PFL
0001854139,ZVIA
0001788257,BWMX
0001684425,PETZ
0001650648,FDMT
0001774675,SKIL
0000716006,YELL
0001854863,BWC
0001862463,INAQ
0000885508,STRS
0000818851,NCA
0001807846,ML
0001870258,MEKA
0001505155,UPLD
0001850838,OMGA
0001181506,PMX
0001597672,RYAM
0001843993,THCP
0001813658,ACEV
0001438231,DMRC
0001850487,GWII
0001856995,MCAA
0001846253,AHPA
0001842729,SBII
0001284940,FEN
0001860482,TOAC
0001837238,SVFB
0001680379,SBT
0001826574,AKIC
0001326390,MGU
0001844149,PCCT
0001494650,OPTN
0001850038,HTAQ
0001865537,DTRT
0001860514,USCT
0001851657,VAXX
0001533924,AMPY
0001842223,FRON
0001279704,CLRB
0001515324,ARDC
0001871745,DSAQ
0001005286,LNDC
0001842659,CORS
0000075208,OSG
0001377936,SAR
0001615063,INSE
0001845149,CBRG
0001393883,DHX
0001825962,KAII
0001850699,SVNA
0001855168,WRAC
0001854795,IRRX
0001857803,DPCS
0001691337,PCSB
0001870143,RCFA
0001855485,FLAG
0001036044,INVE
0001325879,AVEO
0000746514,NEN
0001010134,ICTSF
0001388141,EDD
0001848558,SHCA
0001853436,MPRA
0000922358,FGPR
0001853044,WWAC
0001841948,LHAA
0001854480,FIAC
0001823826,ARBG
0001824888,NOAC
0001852749,XFIN
0001384195,REI
0001596856,LEJU
0000715579,ACNB
0001847577,LCW
0001830531,PAQC
0001842373,LDHA
0001822523,AFCG
0001821075,PTIC
0001852019,IXAQ
0001826011,VII
0001850051,IQMD
0001805508,ITQ
0001852736,TRIS
0001825413,BIOT
0001547459,NGVC
0001784535,PRCH
0000920427,UNTY
0001668673,PETQ
0001564824,ALLK
0001851612,BHAC
0001824434,FVT
0001832250,GNAC
0001820160,SHAC
0001827328,BLTS
0001645842,ZY
0001835236,TMAC
0000917470,ZEUS
0000826154,ORRF
0001834226,OSTR
0001828438,ZWRK
0001843091,VLAT
0001861541,PGSS
0001838544,BOAS
0000916618,IIF
0001848898,VCXA
0001832371,VELO
0001865631,NN
0001521951,FBIZ
0001841144,HWKZ
0001413855,FANH
0001326003,BKCC
0001832136,OSI
0000851170,MCR
0001497186,HYI
0001140392,PMF
0001285550,CLPT
0001759774,PSTL
0001844280,THRN
0001140411,PCQ
0001579214,EEX
0001338561,SPXX
0000738214,AMTX
0000069733,NATH
0000778164,ALTO
0001554859,SMLR
0000799288,LE
0001484778,TDUP
0001448431,OPRX
0001423869,PCB
0001760717,SCPL
0001496671,CALA
0001783875,FFNTF
0001121484,OIS
0000894627,EGY
0000928340,CWCO
0001375205,URG
0000918251,MPAA
0001041934,EDAP
0001843973,EGGF
0001620749,PHCI
0001808805,NAUT
0001841661,AFAQ
0001848795,GIW
0001844908,SHQA
0000832327,BKT
0001600641,DIBS
0001715768,TGAN
0000080420,POWL
0001408443,MIST
0001337298,FF
0001681206,NODK
0001842883,FRSG
0000275694,MCI
0001847152,SKYA
0001839824,FZT
0001022652,INSG
0001729173,UXIN
0001350869,GLO
0000720858,ITIC
0001656634,GRTS
0001822835,PIPP
0001385613,GLRE
0000008063,ATRO
0001313275,BCOV
0001843988,TWOA
0001314102,EYPT
0001826729,EQHA
0001841734,GLHA
0001741830,KRON
0001777319,CISO
0001629665,MULG
0000809173,MMT
0000071829,NR
0001006655,EPM
0001901637,USCB
0001227073,ERC
0001156388,BGFV
0001853397,XPAX
0001521404,BGH
0001422142,AADI
0001835416,MACA
0001382101,STRO
0001821850,SUNL
0001752828,CELU
0001738906,YI
0001014763,AIMD
0001049606,CIX
0001745020,THRX
0001840353,TRCA
0001615905,JGH
0001551901,SCM
0001454741,EOT
0001604868,GRWG
0001675644,FVCB
0001633438,AZRE
0001163370,NRIM
0001315399,PKBK
0001282850,FCT
0001849580,WAVC
0001836478,AVAC
0000873860,OCN
0001420520,ATOM
0001371489,III
0001866390,BBLN
0001398832,SGSVF
0000887394,MQT
0000028823,DBD
0000846676,AEF
0001825739,FRW
0001607678,VKTX
0001823857,VHAQ
0001230869,ASA
0001815620,OPT
0001137390,BNY
0001613780,DBVT
0001778784,PVBC
0001649989,OTLK
0000055772,KBAL
0001839799,GAMB
0001855555,ENER
0001831928,DLCA
0001592058,PRTY
0001305253,EIGR
0001223389,CONN
0001432133,KLTR
0001711570,UROY
0000916793,SILC
0001158289,JRS
0001864891,EDNC
0001513789,FIF
0000101984,UEIC
0001751143,ATCX
0001867949,REFI
0000837852,IDEX
0000357294,HOV
0001851174,WQGA
0001743344,PYR
0001640266,VYGR
0001848756,PHYT
0000924822,MLR
0001806156,GHAC
0001556801,JRVS
0001817786,RCHG
0001858503,GVCI
0001621227,ADAP
0001839185,SMIH
0001851625,MLAI
0001565381,DMB
0001831270,BITE
0000724910,NVEC
0001863181,HPLT
0001844635,CRZN
0001813452,PLNHF
0001839990,ARTE
0001403752,ZYME
0001844981,APAC
0001528356,GNE
0001699039,RNGR
0001848323,LOCC
0001851909,CDAQ
0001287480,BGT
0001227857,NCZ
0001641631,XAIR
0001576885,ABOS
0001831283,LIAN
0001863294,DALS
0001574235,PULM
0000842717,BRBS
0001285819,OMER
0001821682,SRSA
0001781730,TCBX
0001721386,LSEA
0001830795,QFTA
0000003545,ALCO
0001360214,HROW
0001843121,OPA
0001843764,TBSA
0001846975,SEDA
0001487428,HRZN
0001878848,IREN
0001840780,LOCL
0001580864,VRM
0001071899,MUE
0001847416,ORIA
0001838666,BGSX
0001689731,SSBK
0001267813,MRNS
0001769663,PBFS
0001612630,JYNT
0001832511,PIII
0001835567,PEAR
0001640428,EVER
0000895528,VPV
0001689657,BLI
0001593548,AGS
0001615165,VERI
0001505732,BWFG
0001515940,KIO
0001745317,VLDR
0001528115,ANNX
0001450445,NUW
0000894242,BKN
0001819493,XOS
0001847462,AYRWF
0001327607,MYFW
0001711291,CURO
0001684144,ZOM
0001434647,KMPH
0001431959,MMAT
0001066194,EGAN
0000023426,CNLHN
0001850906,OMIC
0001818331,SMFR
0000897421,NPV
0001692705,QD
0001498612,PSF
0001632275,CATN
0001848020,BMAC
0001846235,IMAQ
0001815849,ATIP
0001812477,BITF
0001819404,NRDY
0001820190,VCKA
0001352952,CNFN
0000909112,TEI
0001846288,GACQ
0001667011,AIP
0001626199,ALPN
0001616156,WEWA
0000891482,FLL
0001408534,FGBI
0001637761,SPNE
0001649744,DLTH
0000276720,PCYO
0000809559,TSI
0001867752,CIAN
0001788717,FXLV
0001798562,TMC
0001403256,SCU
0001622996,ACBM
0001574197,FPH
0001807707,APPH
0001098151,FDBC
0000714256,SMTI
0001367920,CNCE
0001113809,BBW
0001575659,RTSL
0001030997,WILC
0001277250,CRGE
0001847513,TRON
0001524223,MN
0001729149,VMD
0001870404,PBAX
0001342423,LMNR
0001504239,PCNT
0001844419,MAQC
0001828989,PANA
0001270131,SCD
0001538169,PSHIF
0001594204,RBTK
0001465872,VTDRF
0001875943,VMGA
0001525201,DBL
0001302084,NSRCF
0001046050,TSBK
0001102238,ARL
0001254370,WIA
0001606909,PANL
0001622148,HGLB
0001041657,UONE
0001370450,WLDN
0001661460,PSTX
0000897269,MVT
0001641614,PMTS
0001780201,LVLU
0000878200,NUO
0001399520,STKS
0000106532,WEYS
0001251769,APEN
0000041091,GPJA
0001869141,ACAQ
0001034842,RIGL
0001720116,RDVT
0000076267,PKE
0001680873,HFFG
0001009829,JAKK
0001275158,NDLS
0000883618,NXP
0000911147,CNTY
0001849902,MEAC
0001854461,RNER
0000736744,TGA
0001867096,XERS
0000825202,FUND
0001838000,SWSS
0001530249,FSBW
0000889609,CPSS
0001847090,TPBA
0001753539,BKSY
0001382230,ESSA
0001576169,BNFT
0001127371,CVCY
0001282648,BATL
0001852973,OXUS
0000876343,LCTX
0001504678,LOOP
0000763532,LYTS
0001453687,SELB
0001177161,EVM
0001526119,VSTM
0001411059,KBRS
0001567529,KMDA
0001754226,OBT
0001524025,TLYS
0001819113,SNCE
0001839121,GAPA
0001863685,THAC
0001807765,PMVC
0001865107,AKA
0001845601,ISAA
0001841425,CENQ
0001584549,VFF
0001857855,FNVT
0001636289,ACV
0001816581,OUST
0001385763,JCE
0001855886,ARCK
0001013272,NWFL
0001170300,PCK
0001824211,ASAX
0001884516,ROC
0001849489,AFAC
0000801961,MFM
0001844211,BRIV
0001849011,APN
0001512717,THTX
0001125345,MGNX
0001812360,DWIN
0001074902,LCNB
0001454938,OB
0001833213,PGRW
0001018164,WLFC
0001826671,INKA
0001701261,FAMI
0001089907,SWKH
0001563696,ETX
0001825724,PHIC
0001612875,GER
0001547341,CTR
0001843351,KSI
0001746129,BSVN
0001620179,XELA
0001372807,PTMN
0001818644,LIDR
0001396033,LL
0001261654,UTI
0001163609,SDSYA
0001815776,GRPH
0001756640,WISM
0001836259,SPTK
0001386067,EOD
0000764195,VBIV
0001828972,BZFD
0001573221,REAL
0001490286,NTG
0001817232,DUNE
0001843249,NGC
0001668243,URGN
0000719135,APYX
0001723648,LVOX
0001841675,ARBK
0001743971,MOGU
0001847064,CLBR
0001845459,GFOR
0001698530,XCUR
0001468327,RENT
0001602658,ISTR
0001061027,VIRX
0001745059,FINS
0001614806,AJX
0001847398,NECB
0001745114,MOLN
0001115128,QUOT
0000791908,XOMA
0001851908,BSAQ
0000934549,ACTG
0000842518,EVBN
0001823882,MIMO
0000065433,MXF
0001757064,GNFT
0001223026,MHI
0001840416,SEV
0001844817,AACI
0001347858,XXII
0000921671,GGT
0001692830,STSA
0000796534,NKSH
0001512228,NIOBF
0001836981,BBAI
0000018255,CATO
0000071508,ENJ
0001598599,IPHA
0001355848,GNUS
0001843100,SAMA
0001679268,TUSK
0001703079,XFLT
0001132651,ATLO
0001166258,PHT
0001576914,MIXT
0001682811,IHIT
0000355948,RELL
0001786117,PINE
0001701167,EFL
0001140102,HQI
0001178839,NBH
0000763563,CHMG
0001502573,AFT
0001776197,AKU
0001814114,HSAQ
0001233087,FTF
0001584754,AKTS
0000066901,EMP
0001730463,AUTL
0001383084,DBB
0000100726,UFI
0001737523,BGLC
0001258943,MAV
0001794783,SLQT
0001651625,ACIU
0001061353,DHY
0001278211,LGI
0001730984,BCML
0001285786,EMX
0001814329,ASTR
0001138723,ARAY
0000883265,VTN
0001852332,BNNR
0001631574,WVE
0000883569,FOSL
0001857030,INCR
0001491434,SEOVF
0001801754,TIG
0001704299,TEAF
0000041719,GLT
0001817868,JAQC
0001870129,ROSE
0001834045,VWE
